,uri,name,description,query,author,n_tracks,playlist_followers
1458,spotify:playlist:4qBg3LdAo6lFtm2V7NM2jo,secret gardens,emmène-moi aux lacs où tous les poètes sont allés mourir,Secret gardens,fy9eui0uvnq7lh9078os6lbew,15,1
1459,spotify:playlist:7fmsqEZxPCvHttIC7TxEYJ,Enya – secret gardens,,Secret gardens,31uwhdczjwm6fdwqfievkndcqxre,68,1
1460,spotify:playlist:4xtDNSyzIi6vWr3aBkFV6g,Secret Gardens,,Secret gardens,31n7iubwpo7k2kc4abd2c72y6by4,100,0
1461,spotify:playlist:6vDxFrUBSDvL06DRUT4B00,SECRET GARDENS,,Secret gardens,31lkidwq72goy3nlsvsmsbffe4ky,13,0
1462,spotify:playlist:6rmyyTym52ymJiewCZbQyf,Secret Gardens,,Secret gardens,ey8zqvcqa8vb79zfgvv7qv6lp,65,0
1463,spotify:playlist:1832oWc8nqwGN5hVu6rwXZ,*⋆.  the secret gardens  . · .,,Secret gardens,31sp6awfabk3em37n65nq6jd32xu,21,0
1464,spotify:playlist:7bGn4Yhf7DwVSniF9rhKGQ,Secret Gardens,,Secret gardens,1lrpe6na0o31uz54hcpkv53jn,54,0
1465,spotify:playlist:1achmBptEjiwswZMb83Flc,Secret Gardens,,Secret gardens,7c0l4hdzj9gzn4a27bwvdjif6,636,0
1466,spotify:playlist:31j3GVgSIyXpS4r90Hms08,Secret Gardens in L.A.,,Secret gardens,31ngmqq7xgecfetl5sct4ftyhmhu,26,0
1467,spotify:playlist:3o36aPZpK5bObClMPQsvaW,"Indie movies, skate parks & other shit",Type of shit you&#x27;d hear on the soundtrack of an indie film or shit you&#x27;d hear blasting at a skate park. Plus a few songs that seem out of place.,Skate parks,maddisonwv,4898,59
1468,spotify:playlist:2WvceZk8NzfRu4tOYRf7wr,Skate parks vibes🛴👍,,Skate parks,wgoewzwep7iw0mv9d0x9ai0z1,353,19
1469,spotify:playlist:6LisPCY9A6Rm8dw3HiYyJi,public skate parks at night ,BUST MY TEETH ON THE CONCRETE ,Skate parks,7chdfccoibjtj62bekbijnkqe,27,1
1470,spotify:playlist:0y1lAP8EQ6sjbWwVdsFSvd,brick walls and skate parks ,,Skate parks,y9oo7vmpfbgq01q6ax74lvylf,34,1
1471,spotify:playlist:5T5cTXq2PaCBpaYKtdnLKa,Skate Parks and Psychedelics,,Skate parks,1298852042,68,0
1472,spotify:playlist:1oCLf8DsdOkv0EZQQurpn1,Skate Parks & Drinking Rockstar,,Skate parks,neilharrison73,56,0
1473,spotify:playlist:2LnISQwPYzw3zmWD0DCUmD,Skate Parks & Surf Checks in 1999,The simple life ,Skate parks,bmorris.tech,43,0
1475,spotify:playlist:3ZUskAAubKNQk7o5gt4c8L,FASHION DRUNK - TULUM FOOD TRUCKS,,Food trucks,55l7ion7rp15i4gyx7j2kxguf,71,20
1476,spotify:playlist:7tV8Bhr7F1nc4o65dFTB8M,Food Trucks house coyoacan ,,Food trucks,12180216360,554,12
1477,spotify:playlist:1S4uanGprS3HerhCYv7xsA,Hackensack Food Trucks,,Food trucks,1268280071,84,6
1478,spotify:playlist:6AJgCvWjhcPhYc3RgaH5vp,ACAPULCO VIBES - TULUM FOOD TRUCKS,,Food trucks,55l7ion7rp15i4gyx7j2kxguf,54,6
1479,spotify:playlist:6LGIuJgUYDpBS0fJIWwG7m,Food trucks (C),,Food trucks,simran.dhaliwal47,244,5
1480,spotify:playlist:47iTe2ZAUL8cOQ4EmiwWaB,Food Trucks Indie,,Food trucks,1132620373,96,4
1481,spotify:playlist:1FNgKNySBe81HsoRNG44hx,HIPPIE HOP - TULUM FOOD TRUCKS,,Food trucks,55l7ion7rp15i4gyx7j2kxguf,45,4
1482,spotify:playlist:4ob4kUve1a9jPnflkFGaqd,"YACHT ROCK, SOUL and FUNK for food trucks","A nice playlist of classic smooth yacht rock, soul and funk. ",Food trucks,gb9x3byilw3kbs6rq6zjvtaeu,215,3
1483,spotify:playlist:4Xk3bWM9Q2Sz3LZf8Hb3wn,Old Dogs and Food Trucks <3,"And go carts, cow breeds and lots of love and laughter &lt;3",Food trucks,docrose14,51,2
1484,spotify:playlist:05iwu3IxXWUQmtnIfQ0O6T,Food trucks,,Food trucks,1235527291,48,1
1485,spotify:playlist:0B0QxbQNv2kWjP8rxVxbcJ,Food Trucks,,Food trucks,aw44kish,130,1
1486,spotify:playlist:4KtV3mfQPEZYCZXhTz5o2G,Los Angeles Food Trucks,Los Angeles Food Trucks - Straight from the Hollywood Bowl,Food trucks,12121765696,269,1
1487,spotify:playlist:0q7acWDtAms3zmoHABy9Lw,food trucks by the beach ,,Food trucks,brandimosal3,9,0
1488,spotify:playlist:1rY92SeRypyhMGWWiB08O9,Food trucks,,Food trucks,22yjcmtfqcrfbtes4aky24mji,65,0
1489,spotify:playlist:38Z9JUW0RoPf8eZdwAZ0ei,LA CHIDA - TULUM FOOD TRUCKS ,,Food trucks,55l7ion7rp15i4gyx7j2kxguf,73,0
1490,spotify:playlist:46LNTb6SzVCFscXIq5WRMX,FUNKY FUNKY - TULUM FOOD TRUCKS,,Food trucks,55l7ion7rp15i4gyx7j2kxguf,56,0
1491,spotify:playlist:5GH8NogLx7oq7gAYyViLA5,food trucks and stuff,i really hope today goes well,Food trucks,dead.acc,17,0
1492,spotify:playlist:45XtWXuKmzoVcGZozK09Aw,Food Trucks 2023,,Food trucks,navahire,110,0
1493,spotify:playlist:6LRbTIOdbiHd2x0ZUuRXJx,LOS HOBBIES ,,Hobbies,dor2pib447aaey54xvjn2cd5p,12,21
1494,spotify:playlist:6t3Jdiw4oiLApUOidQavKE,hobbies,,Hobbies,216mupiqxsf2n37o463f3vbba,773,7
1495,spotify:playlist:2kuOI4sZcinuh7wxpfmW0E,my hobbies.,,Hobbies,31gpegncjbxciufnhrierinhvq24,56,6
1496,spotify:playlist:7kvidP11oaDPVMnQE1dNPj,bad hobbies,CAUSE THEYLL NEVER REALLY TAME US,Hobbies,prgh3k8l614mnozku4mc4alai,47,5
1497,spotify:playlist:0uBBeTZtEVtnCq9dqUUxaj,complementary hobbies,crosswords and I suppose one other,Hobbies,tbarmcamper,56,2
1499,spotify:playlist:7Ic4lk6O369C8aSs58oPBW,my hobbies,,Hobbies,3zqkocyopaf06k7nub8c6ojhw,510,1
1500,spotify:playlist:4UwvQ2zw0ZQVuusRHqPgxq,Hearns Hobbies- Work Playlist,Good time vibe coz thats how we roll!!,Hobbies,1251137959,818,1
1501,spotify:playlist:11smkP9aN6aQecDbCAUSbU,Hobbies,,Hobbies,1242493948,44,1
1502,spotify:playlist:4Oh6Bo6hj8JhRKtBsluWoE,My hobbies,,Hobbies,hmz38g74ziukcg02uk11l3mcp,65,1
1503,spotify:playlist:6I6NlC5tUyW5ZG5RA0CZwQ,Herbs hobbies ,,Hobbies,henry741,42,1
1504,spotify:playlist:3Qkhsss52JgJpviAlAP4ei,getting into my old hobbies for nostalgia,,Hobbies,vwr9k7z8kedq64eftqlinxxqm,120,1
1505,spotify:playlist:6EhWrxrMgHKDiKtx9UasYK,my hobbies include crime⚔️👼🏼,why yes. those are my tits. ,Hobbies,shalynsampson,179,1
1506,spotify:playlist:3V456X9aaZ3Ga0LJtAU0k4,For Hobbies,Hobbies Saipan Playlist,Hobbies,22ttsigbwatbntl6amagebn5q,215,0
1507,spotify:playlist:6GHAyRfJc6aqs8JWYXXOjG,Hobbies ,,Hobbies,22lulrjwncypk3r7dfux63hiq,50,0
1508,spotify:playlist:5QDkxCqjUcjSTXrcVZtETJ,Hobbies ,,Hobbies,pandaqueen8228,42,0
1509,spotify:playlist:4lUv3B71MQqfKbYeAajYza,songs for hobbies,,Hobbies,janaalmiraboco,17,0
1510,spotify:playlist:30oHCrc56YRwoC7wZAxY1q,hobbies,,Hobbies,pablox3041,485,0
1511,spotify:playlist:6TyHkvrDIEp0YizJjLBpIM,Hobbies ,,Hobbies,zv68jc3o438j0ubb6k8knrqap,20,0
1512,spotify:playlist:5TN8KUfCNaxra6XXDkIb4l,my hobbies,,Hobbies,31swlk5f7wuzz5oeuz5u6afmlwkm,58,0
1519,spotify:playlist:0MNxlFQYsjQRDtkA4VL36o, travel | go pro,lost in a moment &#x2F;&#x2F; co-owner @brentyntoon,Travel,1210139385,465,26460
1521,spotify:playlist:7BkG8gSv69wibGNU2imRMx,🗺️ DnD | Travel & Exploration,"A calm, atmospheric fantasy playlist for Dungeon Masters. A &quot;safe bet&quot; choice for most non-combat adventure scenarios. Subtle shades of light and darkness. More DnD playlists on our profile. &quot;Crossfade songs&quot; recommended for a continuous score. (Tabletop, Medieval, RPG, DnD)",Travel,1136646439,153,23615
1531,spotify:playlist:1sDW4tVsqp6l2XW0NLHwuf,🌎 TRAVEL VIBES 2023,"I collect the best music and soundtracks from top travel vloggers around the world, enjoy the vibes! M.",Travel,11137996350,307,3566
1533,spotify:playlist:2R543SN3QC00d3XRjDVTwC,639 HZ LOVE FREQUENCY | RELATIONSHIPS | HEART CHAKRA | SOLFEGGIO MUSIC FREQUENCIES | MANIFESTATION,"Solfeggio frequencies: 639 hz miracle tone. Love frequency, heal interpersonal relationship reconnect with loved ones. Healing frequency for relaxation, meditation and sleep. Long term exposure increases focus, concentration, and motivation, improves confidence and long term memory.",Relationships,1111118526,477,12367
1534,spotify:playlist:2L1oxQDMeJ7yp8HwQ4YtzV,Toxic songs for toxic relationships,But he’s such a pretty liar,Relationships,31m2fccvk6bokusbln4zek3xgrq4,179,9987
1535,spotify:playlist:1DgslfUjlUYWIt5O49j5Fk,Long Distance Relationships  ✈❤️,The Official Spotify LDR Playlist. Be sure to check out my other playlists! :),Relationships,jillybae,495,9164
1537,spotify:playlist:6jdLmKwQeeY57CUsZQhubA,breakup songs that make me cry about my nonexistent relationships,feelsbadman || mostly listened to on period || sad tracks bc im not ready yet || icon is from adventure time &lt;3,Relationships,anonymousforever12,57,4240
1538,spotify:playlist:3Cny8fWyiZlB61Igdctvz6,songs NOT about love or relationships,"Do they exist? I&#x27;ll try to find some of the good ones. Song about travel, life, food, literally anything but love. screw love, not about love, not love, loveless, anything but love.",Relationships,1240875086,74,1924
1540,spotify:playlist:18qgq4AoBaEvpWycoGTMwg,for long distance relationships🥲,the “sadder” love songs playlist😩,Relationships,21c3w44sqne7vlhr3xumhrohy,32,1632
1541,spotify:playlist:2CFnBejc09ioDB8mCHVeLL,self sabotaging my relationships,,Relationships,_keziaaax,38,855
1542,spotify:playlist:2fHoTRAZbhfHnP6bnH6Qu6,"Psycho - songs about toxic, fucked up relationships / exes (including SZA’s Kill Bill)","Pop/indie songs about sociopaths, psychopaths + crazy, fucked up, scary relationships, wanting someone. Borderline. Billie Eilish, Kacey Musgraves, Ellie Goulding, Lady Gaga, The Police, Eminem, Beyoncé, Taylor Swift, Therapy?, Tegan and Sara &amp; Taylor Swift, of course. Pic: Psycho (Hitchcock movie)",Relationships,marinuz,93,728
1543,spotify:playlist:0KtNtBC8i4JtmgEiJa9udG,Relationships over the phone,,Relationships,wxm2sqvclo938s0dbz1prtyio,7,680
1544,spotify:playlist:43Zwf0faPJyjl4A0rgjcSy,Songs About Toxic Relationships ,,Relationships,oreonilla,70,575
1545,spotify:playlist:3NT8XkRtusl0W19MGMzG8Y,healthy relationships are cool but i want toxicity ,"knife to throat, murder, psycho, and obsession ",Relationships,4kpld8iiguug5gowlfh1mp0eg,59,564
1546,spotify:playlist:6JWGJESEDcGPkWm3Ex4idW,"i'm not big on relationships, i'm more down for the flirtttt",,Relationships,islaygroen,19,530
1547,spotify:playlist:6ShfeisF8WveznUov4UYs1,"not big on relationships, im more down 4 da flirt...","...alll my friends say its a problem i&#x27;d just rather not get hurt. &lt;3 dont miss me, claire rosinkranz",Relationships,laletje,147,351
1548,spotify:playlist:5BEd6PbN6yb2h8OmZeLYla,songs about abusive relationships ,Sometimes relationships take a turn for the worse. ,Relationships,za0fohz73n9kpfppgti0nek09,21,288
1549,spotify:playlist:0Ixydvm62ehIgyJ2Are5Fl,falling out of love bc i’m scared of relationships ,i have commitment issues. i never wanted to hurt you. i hope u find someone who makes u happier than i ever will. ,Relationships,jaciehuey,129,249
1550,spotify:playlist:5EPZmAttgyspXGUidmepe7,samahan ng mga nasa lowkey relationships.,nilowkey ba naman eh,Relationships,cacayop5dmr48c55c6z0hxprj,56,223
1551,spotify:playlist:0dQt6iQgjnR3bnQUrBmsPU,Fuck relationships,Fuck relationships. ,Relationships,1jyn2stdlg62102dafhi0nynp,274,173
1552,spotify:playlist:0GLo1zfbdg1S82tc6ryqqm,unhealthy codependent relationships ,(homoerotic female friendships) i dont regret you but im going to be happy without you,Relationships,abby.sleight0621,301,145
1571,spotify:playlist:328Fwrb4DTVXXtOtp8spVu,90's Exercise Mix,Music from the 90&#x27;s that makes me want to move,Exercise,1212903989,81,425
1572,spotify:playlist:7IhrfJlqbXF2rXLzriIOqc,៸៸ exercise  !,,Exercise,buykgpt3e69sbun0fyf85d9yj,140,402
1573,spotify:playlist:4Fyi9cmsOrBadgaqq3eUpG,Learning & Chill (Study Music),"i searched for some more study music and created another playlist for studying, here's the result  <a href=""https://open.spotify.com/playlist/1p3GM1eEGUPivorQskRgSU?si=8099c3de02d64cca"">klick here</a>",Learning,ulp83n0q7c84pyc2x865ksn86,213,17981
1574,spotify:playlist:1fu8f6dSe4di2iRj6n0XzF,Baby learning songs💜,,Learning,bianicagonzales21.12,33,11135
1575,spotify:playlist:1CXeMKXdTfgq8WFx3QpiKq,Toddler Learning Songs,,Learning,12161474243,99,8916
1576,spotify:playlist:23JJzly5S3d1oU89pkFx40,Konzentration von Learn Learning with Caroline,"Meine Konzentrationsmusik, jahrelang erprobt, macht eine wunderschöne Hintergrund-Stimmung für stille Lerneinheiten. ",Learning,214svpalgp73ll7ii3innfkai,30,8261
1577,spotify:playlist:7LSo3R5JIqGfQn7wP3OwiD,Start-Songs von Learn Learning with Caroline,"Diese Lieder eignen sich super als Start-Ritual vor den Hausaufgaben oder zu Beginn des Unterrichts. Einfach eins auswählen und immer abspielen, wirkt Wunder!",Learning,214svpalgp73ll7ii3innfkai,66,6184
1578,spotify:playlist:1kyWmbOAro0SeTeLy4er2M,Learning Music,,Learning,1295872382,55,5835
1579,spotify:playlist:3fXxAFUHzticHzEkfLZCmm,preschool learning songs,,Learning,jaketravels,59,5275
1580,spotify:playlist:2XYSUdr3vhWvIWMGTpRsZn,spanish learning,,Learning,mr_nendez,250,5153
1581,spotify:playlist:5w0Rl1Fr6p4hKVzUKRU3Fo,Learning songs for kids,,Learning,12179471101,30,3693
1582,spotify:playlist:37i9dQZF1DZ06evO0bBDJY,This Is The Learning Station,"This is The Learning Station. The essential tracks, all in one playlist.",Learning,spotify,50,2310
1583,spotify:playlist:3g3JxdJOaOsQOeZaSKhTZ5,Kids Colors Songs - Learning Colours for Children,"Fun songs for children about all the colours of the rainbow. Catchy kids music for learning colors. Featuring songs by The Wiggles, Play School, Blippi, Pancake Manor, StoryBots, Rebecca Frezza, ChuChu TV and more",Learning,j09gqx2gl654bs6facuy8ijuv,55,1508
1584,spotify:playlist:1gu8Lu7tja7CLKArIeDO3O,Kindergarten Learning Songs,"For those new Kindergarten starters and all the above this is the playlist for you. With Fun Learning, Nursery Rhymes  and all the above you will be ready for school in no time. Feautring Pixel Kids, Little Baby Bum &amp; Toddler Fun Learning.",Learning,w92pey2zl93otx04z7g3ez6o4,108,1320
1585,spotify:playlist:40leIK4mE2AjcslJ7slaW0,alpha waves ✨ binaural beats for studying/focusing/super learning,"Isochronic tones for concentration, relaxation &amp; meditation. Increase brain power &amp; improve your memory with frequencies to work with less effort.",Learning,l5spk0tjwmedfp93zv3x3gfv1,349,1000
1586,spotify:playlist:7KdmpZNZZcwWj4HbZn9EZC,Learning Spanish thru music 🥴,,Learning,zlbxmnm85wzs6mwovsfw87oz3,42,952
1587,spotify:playlist:3RK6FvBRld5zBse7B2ZAHd,Learning English with Music,,Learning,emanueloliveira18,181,751
1588,spotify:playlist:5nR4TP6rEmyetIgsylCW0T,Kindergarten Learning Hits!,,Learning,katherineclarke98,23,606
1589,spotify:playlist:3NNfzDyYINk4MDQH8hnytt,Learning to Walk Again,,Learning,1223411603,174,525
1590,spotify:playlist:4pYOHoQA4cXxJJKg4qrfmK,Learning Beats,,Learning,pesrepus,762,472
1591,spotify:playlist:2Vhqmw3Nodg3EITqpiSgX6,Learning music kids ,,Learning,d-h-r,42,468
1592,spotify:playlist:0uwYY2IgX6Py24jH479fyt,learning to be okay with being alone,,Learning,katiehalliday13,212,431
1594,spotify:playlist:5EIgeNg71E858vNMpiDNXb,Volunteering Pumps 💚,,Volunteering,danielle_h87,339,12
1595,spotify:playlist:4kG9zcFv4DI8jaDy9rGdc5,Volunteering at Philabundance,Playlist for the Volunteer Room &amp; Repack Line at Philabundance&#x27;s South Philadelphia Warehouse,Volunteering,121677121,164,6
1596,spotify:playlist:4nrPoR1MNO2oR4tvOyYlG6,volunteering vibes💅🏼✨💃🏻,,Volunteering,viccampos123,31,6
1597,spotify:playlist:46RZnLCi8kP0BFDvouvK9N,research volunteering,,Volunteering,9cd5ij0olm210ewau99chgdkp,76,4
1598,spotify:playlist:0DkK0YwocyM5LZI3L4v97U,Volunteering Playlist,A playlist designed to keep you going while volunteering!,Volunteering,1211228102,87,3
1599,spotify:playlist:7mQbaOD1pukNrXjm4ESu5U,Volunteering Playlist ,,Volunteering,giaglobokar,34,2
1600,spotify:playlist:0kghJHiViAJ43MsNd8jhtO,volunteering ,,Volunteering,6057xrg80er1s0zv791z3m5jk,40,2
1601,spotify:playlist:0FdXSjsnJksTEFKEBY2Hpz,Volunteering playlist,,Volunteering,11121264075,31,2
1603,spotify:playlist:4zjQ8186NXVycYGBmwME6m,volunteering at the library,a very specific aesthetic (it&#x27;s actually just screaming kids while i try to shelve or cutting craft materials until my hands feel numb),Volunteering,kittypanda1107,27,2
1604,spotify:playlist:3n3PnS8EAZwzCbL7AyU7Op,Volunteering,,Volunteering,31chbterodbmswts4m3pswtiwofe,69,1
1605,spotify:playlist:0GhfeIIaG44JxyFq5kL0ZQ,april 14th volunteering ,,Volunteering,1240138192,21,1
1606,spotify:playlist:3KtUlQxDqz7T8g4bxY5eeg,Society and Volunteering Awards 2023,,Volunteering,31vjuxhm7vddtsy2ht2hf26exs6i,115,1
1607,spotify:playlist:7JIp899qSdW6ngW8Abptjk,Volunteering,,Volunteering,greg4000us,188,1
1608,spotify:playlist:20e4rgVKYJg00TCW5KVLP4,Volunteering,,Volunteering,a33snp3utebjc8jv5o9iixfiy,215,1
1609,spotify:playlist:1sWZkuhafsy05P3mpCWwlH,volunteering in the morning,on that breakfast club grind,Volunteering,hoefje252,186,1
1610,spotify:playlist:4Q7hmy1AfaOVZj24Feawbi,Volunteering,,Volunteering,kirstyy.x,27,1
1611,spotify:playlist:1Bf3BXKtr3BwBwpjPoHo7S,walking to library volunteering,,Volunteering,8obsgfukt40vh3xvgg3clcum7,37,1
1612,spotify:playlist:3NEBzE9INuf6HCLPGyhApb,volunteering to drive,summer 20,Volunteering,erice16,69,1
1613,spotify:playlist:2ozb9cgwMcl2SDWK4SLRp8,Mindfulness - Focus/Relax,Peaceful instrumental music for meditation and relaxation.,Mindfulness,tommyberre,453,85182
1614,spotify:playlist:5ADGfFzKsUE4lBgkihMc8C,"Mindfulness | Calm, light, relaxing background music | FILTR","😌 Light relaxing background music for meditation, yoga and calm studying 🧘 – A compilation of smooth meditation sounds that guarantee perfect concentration and best sleep moments. 😴",Mindfulness,sonymusicswitzerland,333,61898
1615,spotify:playlist:42gxpKWSAzT5k05nIzP3O2,"Celtic Relaxation Music: Beautiful Melodies, Instrumental, Meditation, Mindfulness, Harp, Fiddle","Saint Patrick&#x27;s Day, St Patrick&#x27;s, St Paddy&#x27;s Day, Scottish Music, Celtic Fiddle; Irish Music, Peaceful Celtic, New age. Meditation, Musica relajante para dormir Keltisk musikk, celtique, céltica, keltische, keltisch. Musica Celta tranquila, meditación, bosque celta, arpa, केल्टिक",Mindfulness,estudioscentroacustica,579,38403
1616,spotify:playlist:43j9sAZenNQcQ5A4ITyJ82,Mindfulness & Meditation,"The Mindfulness &amp; Meditation playlist is a mixture of calm instrumental tracks aimed to make one drift away and relax into a state of calm serenity and peaceful bliss and tranquility. Ideal to aid sleep and help the mind and soul. So sit down, chill out and get comfortable 🕊",Mindfulness,%2Aruby%2A,290,35696
1617,spotify:playlist:0IKMfN5YLqhNNDgPaMHf5k,"zen music 2023 🧘‍♀️ mindfulness, meditation & relaxation","Relaxing ambient tones that helps calming your mind. Meditate, yoga, or sleep to a peaceful playlist for inner balance &amp; stress relief.",Mindfulness,l5spk0tjwmedfp93zv3x3gfv1,335,17563
1618,spotify:playlist:4xGfRyzjc86vW4ZPtu8Xa7,Mindfulness Meditation 2023,,Mindfulness,fznbluw9qp0e4ngibg8gv7hg0,116,17285
1619,spotify:playlist:1d88Fr4nFSdXX9PWYK3w7j,Mindfulness RITUALS...,"Drown out the noise of the outside world with a playlist of songs that help you with meditation and <a href=""https://uk.rituals.com/en-gb/minisite-tao-rituals/tao-rituals.html"">relaxation.</a>",Mindfulness,ritualscosmetics,49,9327
1620,spotify:playlist:5XAY5a4uUdTP4EYave3ND3,Mindfulness Guitar Meditations,"These classical guitar pieces are recorded in regular rooms and outdoors. The music is improvised and there&#x27;s no edits or fx. Best enjoyed in sequence, but start anywhere. For my composed guitar material please look up Tommy Berre on Spotify. Por favor escucha en secuencia.",Mindfulness,tommyberre,172,7493
1621,spotify:playlist:7EoD4ZofM0VIqQMdXvN405,Mindfulness Music,,Mindfulness,ohmymusicalgoodness,404,2929
1622,spotify:playlist:4W2x2VeJ0iiTwXje77WJes,Mindfulness ∣ Piano Instrumentals ∣ Mental Health ∣ Self-Care,"The finest selection of piano instrumentals for when you need a little time for yourself. A perfect fit for Yoga, Meditation or just some me-time. Curated with 💙",Mindfulness,1124979710,150,1856
1623,spotify:playlist:3IIC8FWp402cK6nzoAv1Te,"Mindfulness piano: calm, relaxing music for focus","Relax with the most beautiful piano pieces. Pianomusic, concentration, focus, background, concentratie, studeren, blokken.",Mindfulness,116734391,71,1527
1624,spotify:playlist:34DEvjG4k4Brn2wsRYYniu,Mindfulness & sleeping,,Mindfulness,1161094643,152,1520
1625,spotify:playlist:1kGmMeMlyGNhIRI4LKPeHw,Mindfulness Sounds 2023,Best Mindfulness Music of 2022,Mindfulness,mindfulnessmeditationuniverse,462,1248
1626,spotify:playlist:6CwfHn8rW1huzqloa3jBRR,Mindfulness Practice Songs (Plum Village Records music),Plum Village Records is collection of mindful music from the Plum Village community and following the teachings of Thich Nhat Hanh.,Mindfulness,2hyyae8hgi0g8j1b5oknplrit,167,1196
1627,spotify:playlist:3YdgpJxe4szOcZ4woBJkVl,Mindfulness Guitar,"Peaceful acoustic guitar instrumentals to put you in a relaxing mood. Music for mindfulness, focus, concentration, meditation, yoga and relaxation.",Mindfulness,tommyberre,348,1192
1628,spotify:playlist:0mD9hCjsCjOnXqSaPes8y4,mindfulness til børn,,Mindfulness,msj269,9,841
1630,spotify:playlist:4BQdJXoGq6wXvPT64nRRYf,Mindfulness Music & Nature Sounds,"Mindfulness...calming and rejuvenating music &amp; nature sounds. Perfect for studying, focus, meditation, yoga, sleep or relaxation! :)",Mindfulness,s9ccdlqrruoe7pjfotnvw1f75,131,722
1631,spotify:playlist:1UCtwYAaxRXTcZ9IvBooAn,Dansk Meditation & Mindfulness,Her kan du lytte til de bedste danske guided meditation for at opnå bedre livskvalitet. Få hjælp mod strees og søvnproblemer samt meget andet.,Mindfulness,11172911717,92,621
1632,spotify:playlist:0gaPfnx5qdCdKez5aF8pL8,Mindfulness - Calm & Focused,Relaxing instrumental music to make you calm and focused.,Mindfulness,davidwestin,548,576
1633,spotify:playlist:4lhQoP0qdE7BCrdr5uNvEJ,reading books 📖🎧☕ ∣ calm piano instrumentals,"If you love a good read accompanied by a hot beverage, this is the playlist for you. Curated with 🤎",Reading books,1124979710,180,9305
1634,spotify:playlist:2EAW0lhUYN0FQqarIK3A59,For reading books <33,,Reading books,zvegiiou837qp10afbs0eb9s1,158,3575
1635,spotify:playlist:36CtoMwqLwevE3ggrnH8mH,Jazz Music for Reading Books - BGM for Reading Good Books,Kick back and relax with a good book with this chilled jazz playlist,Reading books,0wt0d5lgfvg40u750zmurbxch,416,3442
1637,spotify:playlist:74BPacENAYk5FKqQTMJnBN,Reading Books,A full instrumental playlist. Perfect to set the mood while reading books without being distracted by lyrics.,Reading books,lasphod%C3%A8le,274,1970
1638,spotify:playlist:2NT94tpGk5i4uAe1FmvNdc,chill sounds for reading books ,a safe place for you - turn it on whenever you want and run away to the world of your favorite book,Reading books,3hyk4dzogemdus7jpo74anrnf,202,997
1639,spotify:playlist:4S5vk5ZQk4pR4c3sWDn0OD,reading books (classical music),b,Reading books,xonds0yipwuw77bp0i3mbo4n9,76,754
1640,spotify:playlist:1mrfFp7CbFYeBsaWau1dMg,"I’ve been reading books of old, The legends and the myths. Achilles and his gold….",&quot;the song of achilles&quot; playlist&lt;3.,Reading books,9opal7x7wcrbbg2byjrekxkjs,30,680
1641,spotify:playlist:080sf37g47W9QVhwNShrY4,chill music for reading books,and when you want to feel something,Reading books,31r7d7vnt2rr2bxwghgtlu52aqqy,764,667
1642,spotify:playlist:4b4qhhjD190KywgVStSAVw,reading books with akaashi keiji,you and akaashi always hang out in the library after school,Reading books,j1u4nfahmqe5e4iq8ee5syadw,72,522
1643,spotify:playlist:7LTrtMhwHdc2u05qCUp55E,playlist for reading books bc im addicted,"~ Marina, you took all the answers away with you ~",Reading books,5evu0840k7abqvrjv1c8l764p,75,514
1644,spotify:playlist:3jLQFCCcAlhDECYt8xkUeV,songs to reading books🤟🏻,,Reading books,ywg0qbyj0xprgp421l22ge46p,26,433
1646,spotify:playlist:4DySSDy0kqBFIGAtdCrCOK,I've Been Reading Books of Old,,Reading books,muuvqlzwdcvnlebennw14aeng,13,297
1648,spotify:playlist:25nxm1QSzfIX4ZDcVQDgOO,reading books at 2am ,,Reading books,22ubekwrlvmymo25evahymx4q,29,243
1649,spotify:playlist:5s2KTvhTgk8MXuq5RVif4v,playlist for reading books,,Reading books,21lufcws7mbdvlveagqaadcbq,35,191
1650,spotify:playlist:04dM82Yt2DcDdGuDsVxiC6,reading books while sleeping next to spencer reid ,I’d give my whole soul to be with him for one plane ride back from a case,Reading books,55cpac4gohki1uuvxc3a5i4v1,32,161
1651,spotify:playlist:7dKWd0onkin4xLBrCKSAgG,Hot songs for reading books 📚 📖,,Reading books,39fbh84u2o450pfo083oiip6g,76,74
1652,spotify:playlist:43LCjSPHzm5uS3Ifshm6Rf,reading books and drinking coffee,,Reading books,caaaarsy,190,10
1653,spotify:playlist:5URuIWJ5Z0X3j9s5QAeORm,CARD PLAYING MUSIC,,Playing music,estherfr2000,164,390
1654,spotify:playlist:7ENdO9iPqIvyl4hO8eLDu0,Classical Chess Playing Music,,Playing music,122091300,12,246
1655,spotify:playlist:60B1QiK9hD64s1m5CSkDeh,Denki Kaminari vibes - 74 tabs open but 344 are playing music ,Legit chaos bc I’m just adding songs when i feel like it :) i am in need of serious help also known as Denki vibes bc I believe his brain is as if not more chaotic than my music taste,Playing music,tk0b72cmrzo08myinu31pbkxd,346,242
1657,spotify:playlist:6CTVdO507Pgk43T1ibuRcT,NOW PLAYING MUSIC,今の季節にピッタリのあの曲から、流行りの曲、これから来るであろう曲達を独断と偏見でPick up!!,Playing music,keisuke.mizoguchi,50,23
1658,spotify:playlist:3PEhEoRMMjZv5qxJASFc6N,playing music for everyone,,Playing music,t014nhb3auokc6lvirbuz0udz,194,5
